Rating Agency,Company,Rating,Date,CIK,Binary Rating,SIC Code,Sector,Ticker,Current Ratio,Long-term Debt / Capital,Debt/Equity Ratio,Gross Margin,Operating Margin,EBIT Margin,EBITDA Margin,Pre-Tax Profit Margin,Net Profit Margin,Asset Turnover,ROE - Return On Equity,Return On Tangible Equity,ROA - Return On Assets,ROI - Return On Investment,Operating Cash Flow Per Share,Free Cash Flow Per Share
Standard & Poor's Ratings Services,Minerals Technologies Inc.,BB+,2016-06-23,891014,0,1400.0,Other,MTX,2.5704,0.6166,1.6147,25.2406,9.7855,9.7855,14.6783,7.1304,5.3565,0.5463,10.5074,-99.256,2.958,4.0288,5.0796,4.2506
Moody's Investors Service,Terex Corporation,B,2016-06-23,97216,0,3530.0,Manuf,TEX,2.1529,0.475,0.9394,19.3401,6.446,6.446,9.0826,3.8971,2.9054,0.8942,6.705,8.9632,2.2828,3.5202,-1.5206,-2.1049
Standard & Poor's Ratings Services,Booz Allen Hamilton Inc.,BB,2016-06-20,1443646,0,7370.0,BusEq,BAH,1.2658,0.7842,3.9102,52.2725,8.2243,8.2243,9.5173,7.0196,5.4404,1.7958,71.9958,-25.0488,9.77,15.5364,-0.3965,-0.6019
Standard & Poor's Ratings Services,Global Partners LP,BB,2016-06-16,1323468,0,5171.0,Shops,GLP,1.4579,0.6399,1.9261,5.7943,1.1122,1.1122,2.3002,0.4013,0.348,3.8724,6.2341,23.6517,1.6242,2.2449,-10.6072,-10.0358
Standard & Poor's Ratings Services,Coca-Cola European Partners PLC,A,2016-06-14,1650107,1,2086.0,NoDur,CCEP,0.9433,0.6988,2.7617,35.9753,12.3306,12.3306,16.0697,10.8059,8.0227,0.9673,46.3312,-28.6889,7.7607,13.955,0.8455,0.7671
Standard & Poor's Ratings Services,iHeartCommunications Inc.,CC,2016-06-14,739708,0,4832.0,Telcm,CCU,1.7606,0.1034,0.1523,54.2787,14.2454,14.2454,14.2454,12.7232,8.0626,0.8218,11.8335,13.5108,7.707,10.6101,0.0907,1.2552
Moody's Investors Service,Sysco Corporation,A-,2016-06-14,96021,1,5140.0,Shops,SYY,1.2228,0.3016,1.3919,17.5665,2.5254,2.5254,3.7188,2.0709,1.4108,2.7061,13.056,21.8328,3.8177,9.118,0.0769,0.0512
Standard & Poor's Ratings Services,Apple Inc.,AA+,2016-06-13,320193,1,3663.0,BusEq,AAPL,1.1088,0.3088,0.539,40.0599,30.4773,30.4773,35.2938,31.0271,22.8458,0.805,44.7355,48.3878,18.3899,30.9201,1.0688,0.9743
Moody's Investors Service,Canon Inc.,AA-,2016-06-13,16988,1,3577.0,BusEq,CAJ,2.596,0.0004,0.0007,49.9422,9.7522,9.7522,16.8212,10.2821,6.8361,0.8356,8.4451,8.9503,5.9462,8.442,0.4314,0.6772
Moody's Investors Service,PVH Corp.,BB,2016-06-13,78239,0,2300.0,NoDur,PVH,1.8364,0.3997,0.7017,51.8883,9.4822,9.4822,12.6916,8.0733,7.1369,0.7514,12.5739,-24.7428,5.3627,7.5475,1.4187,1.315
Moody's Investors Service,Sanmina Corporation,BB+,2016-06-09,897723,0,3672.0,BusEq,SANM,1.6826,0.218,0.3534,7.5904,3.1861,3.1861,4.7638,2.764,5.9182,1.8248,24.8121,24.8121,10.7997,19.4022,-1.5019,-1.8037
Moody's Investors Service,Gogo Inc.,B-,2016-06-09,1537054,0,4899.0,Telcm,GOGO,2.3687,0.8913,8.518,54.4088,-8.9525,-8.9525,11.7627,-21.2373,-21.4844,0.4987,-162.5698,812.2966,-10.7147,-17.6772,0.9753,0.8301
Standard & Poor's Ratings Services,Avery Dennison Corp.,A,2016-06-09,8818,1,2670.0,Manuf,AVY,1.2061,0.4729,1.0923,26.0841,6.6995,6.6995,9.8842,5.6996,3.8719,1.4529,23.6041,95.5934,5.6761,12.4409,0.5157,0.1576
Moody's Investors Service,United Utilities Water Finance Plc,A-,2016-06-08,319687,1,4512.0,Other,CAL,7.5048,0.01,0.0279,33.9546,24.7231,24.7231,27.4051,25.5285,16.5584,1.7168,34.6698,36.0105,28.6074,34.3237,3.9987,4.1306
Standard & Poor's Ratings Services,Dell International LLC,BB,2016-06-08,826083,0,3571.0,BusEq,DELL,0.9314,0.879,9.2981,16.4739,-1.0096,-1.0096,4.7475,-2.526,-2.1685,1.1283,-79.6726,7.5272,-2.5885,-9.6401,-0.9761,-0.8227
Moody's Investors Service,The Chefs' Warehouse,B,2016-06-08,1517175,0,5140.0,Shops,CHEF,2.4527,0.4805,0.9778,24.6374,3.9642,3.9642,5.0593,2.984,1.7071,2.2135,9.6836,79.8552,3.7786,5.0302,-0.0894,-0.5295
Standard & Poor's Ratings Services,Asbury Automotive Group Inc.,BB,2016-06-07,1144980,0,5500.0,Shops,ABG,1.2266,0.601,3.2911,16.4835,4.5708,4.5708,5.2593,3.1188,1.9019,2.6891,25.1742,32.8542,5.1329,10.0457,1.1671,1.694
Standard & Poor's Ratings Services,"Fortune Brands Home & Security, Inc.",BBB+,2016-06-06,1519751,1,2430.0,Other,FBHS,1.8569,0.2214,0.2961,34.0567,10.0533,10.0533,12.515,9.7643,3.9391,0.9903,12.0896,197.1184,6.7507,9.4124,-0.1378,-0.3486
Moody's Investors Service,Tenneco Inc.,BB-,2016-06-06,1024725,0,3714.0,Durbl,TEN,1.2882,0.7029,2.5474,16.5383,6.2706,6.2706,8.752,5.3905,2.9459,2.0623,62.1053,75.0636,7.4364,18.449,3.2525,3.8765
Standard & Poor's Ratings Services,Alere Inc.,B,2016-06-06,1145460,0,2835.0,Hlth,ALR,0.4594,0.2467,0.6083,42.8892,-2.7116,-2.7116,1.6211,-2.9381,-3.1553,2.5677,-22.0974,-22.0974,-7.6648,-16.6467,3.7242,1.2751
DBRS,Cameco Corporation,A-,2016-06-03,1009001,1,1090.0,Other,CCJ,4.0087,0.215,0.2739,26.6015,17.0922,17.0922,31.2309,-4.9673,7.6501,0.283,6.6724,6.9283,4.2871,5.2376,-0.2076,0.2866
Moody's Investors Service,"Charter Communications Operating, LLC",BB+,2016-06-03,1091667,0,4841.0,Telcm,CHTR,0.1749,1.0013,-776.587,34.1193,11.421,11.421,33.2069,-3.3935,-2.7783,0.2481,589.1304,3.3556,-0.6893,-0.7596,-0.7523,3.7225
Moody's Investors Service,Halliburton Company,BBB+,2016-06-03,45012,1,1389.0,Enrgy,HAL,3.7605,0.4866,0.9904,10.6631,-0.6982,-0.6982,7.0664,-3.9606,-2.8393,0.6397,-4.2723,-5.0496,-1.792,-2.1934,-1.3608,-0.2676
Standard & Poor's Ratings Services,"Carrols Restaurant Group, Inc.",B,2016-06-02,809248,0,5812.0,Shops,TAST,0.6315,0.6659,2.0063,25.0125,3.633,3.633,8.0782,0.0005,0.0003,2.0105,0.0037,-0.0085,0.0009,0.0012,1.1082,1.1318
Standard & Poor's Ratings Services,PLDT Inc.,BBB+,2016-06-01,78150,1,4812.0,Telcm,PHI,0.5763,0.5583,1.4126,75.4733,24.269,24.269,43.319,15.5684,12.8613,0.376,19.4686,52.835,4.8506,8.5602,0.2086,-0.5327
Moody's Investors Service,"ViaSat, Inc.",B-,2016-05-31,797721,0,3663.0,BusEq,VSAT,1.8628,0.4546,0.8335,30.5543,2.901,2.901,19.9795,1.2415,1.5338,0.5913,1.919,2.2129,0.9081,1.0467,-1.2332,-1.2857
Standard & Poor's Ratings Services,Biogen Inc.,A-,2016-05-31,875045,1,2836.0,Hlth,BIIB,2.5993,0.4103,0.6961,88.4762,45.4393,45.4393,51.0173,44.2901,32.9531,0.5519,38.3279,136.8317,18.4221,22.6039,4.5489,2.9812
Standard & Poor's Ratings Services,"CVR Partners, LP",B+,2016-05-31,1425292,0,2870.0,Chems,UAN,3.8028,0.2445,0.3236,40.7854,23.7657,23.7657,33.9374,21.4572,21.4534,0.5393,16.0917,18.005,11.5695,12.1574,-5.5303,-4.9808
Standard & Poor's Ratings Services,Jazz Pharmaceuticals Ireland Ltd,BB+,2016-05-31,1232524,0,2834.0,Hlth,JAZZ,5.5491,0.4186,0.7434,92.261,38.3619,38.3619,48.2346,32.9055,24.8743,0.3975,20.6133,-135.0003,9.8882,11.9852,1.9289,1.939
Fitch Ratings,GlaxoSmithKline Capital Inc.,A,2016-05-27,1131399,1,2834.0,Hlth,GSK,1.104,0.7624,3.8055,68.1692,14.2876,14.2876,23.094,12.901,12.3055,0.5659,84.891,-58.9507,10.3078,20.1676,-1.0876,-1.166
Standard & Poor's Ratings Services,Brookfield Renewable Partners L.P.,BB+,2016-05-26,1533232,0,4991.0,Other,BEP,1.0102,0.4553,0.8645,69.4282,34.4808,34.4808,66.4527,11.2019,3.3839,0.0864,2.2858,2.2858,1.0227,1.2452,-0.3135,-0.438
Fitch Ratings,"AVANGRID, Inc.",BBB+,2016-05-26,1634997,1,4911.0,Utils,AGR,1.2157,0.2312,0.3252,77.7422,11.7472,11.7472,30.0435,6.9155,6.2514,0.142,1.812,2.3958,0.888,1.3931,0.0766,-0.0896
Fitch Ratings,Pinnacle West Capital Corp.,A-,2016-05-26,764622,1,4911.0,Utils,PNW,0.6174,0.4232,0.8094,68.4933,24.449,24.449,40.8498,19.8518,12.5093,0.2326,9.6662,9.6662,3.0355,5.5756,-0.0807,-1.3019
Standard & Poor's Ratings Services,Royal Caribbean Cruises Ltd.,BB+,2016-05-26,884887,0,4400.0,Other,RCL,0.2081,0.4799,1.0193,34.2782,11.6655,11.6655,21.9139,9.4644,9.4645,0.3898,9.224,9.7172,3.6892,4.7973,1.4268,-2.2511
Moody's Investors Service,"Anheuser-Busch InBev Finance, Inc",A-,2016-05-25,1668717,1,2082.0,NoDur,BUD,0.6429,0.4878,1.082,60.6986,30.9926,30.9926,38.2236,28.5777,18.973,0.3239,21.5818,-20.1289,7.3287,11.0542,-0.0291,-0.1535
Standard & Poor's Ratings Services,Northwest Natural Gas Co.,A+,2016-05-24,73020,1,4924.0,Utils,NWN,0.6925,0.4217,1.1069,54.7791,17.1663,17.1663,30.8324,12.3594,7.4197,0.2358,6.8764,6.8764,1.7496,3.9768,-1.1856,-1.0962
Fitch Ratings,"Universal Health Services, Inc.",BBB-,2016-05-24,352915,1,8062.0,Hlth,UHS,1.5615,0.4388,0.7963,89.2288,13.926,13.926,18.3339,12.6711,7.522,0.9405,17.421,105.2803,7.8072,9.7775,0.3063,0.4295
Standard & Poor's Ratings Services,AstraZeneca PLC,A-,2016-05-24,901832,1,2834.0,Hlth,AZN,0.9635,0.2994,0.5519,77.9937,8.0499,8.0499,20.4129,4.6936,4.6446,0.4531,6.2863,-9.5848,2.1077,4.404,-0.1587,-0.2281
Moody's Investors Service,"Kronos Worldwide, Inc.",B,2016-05-24,1257640,0,2810.0,Chems,KRO,3.524,0.422,0.7383,14.2571,-0.0816,-0.0816,3.0397,-2.2835,-12.8707,1.0854,-37.5839,-37.5839,-13.9696,-21.7244,-0.3072,-0.1855
Moody's Investors Service,"Air Products and Chemicals, Inc.",A,2016-05-24,2969,1,2810.0,Chems,APD,0.7665,0.3485,0.7965,28.4511,15.7612,15.7612,26.7334,16.1816,16.3325,0.4514,13.0861,16.8231,5.5721,8.525,-0.7568,0.2687
Standard & Poor's Ratings Services,"Iron Mountain US Holdings, Inc.",BB-,2016-05-24,1020569,0,6798.0,Money,IRM,1.0191,0.9,9.1669,57.1132,17.4379,17.4379,29.2303,5.3879,4.0971,0.4737,23.6855,-5.1404,1.9715,2.3685,0.1503,0.406
Standard & Poor's Ratings Services,FMC Technologies Inc.,A,2016-05-23,1135152,1,3533.0,Manuf,FTI,2.1368,0.3013,0.4311,34.1571,9.2466,9.2466,11.6027,5.9234,3.7126,0.7982,5.7557,-57.6228,2.9633,4.0218,0.0287,0.24
Fitch Ratings,Quest Diagnostics Inc,BBB,2016-05-23,1022079,1,8071.0,Hlth,DGX,0.938,0.4268,0.8642,37.6328,13.2213,13.2213,17.4445,11.0693,7.4781,0.7543,13.5566,-21.1684,5.9552,7.7707,2.2489,1.6346
Standard & Poor's Ratings Services,TechnipFMC Plc,BBB+,2016-05-23,1681459,1,1389.0,Enrgy,FTI,2.1368,0.3013,0.4311,34.1571,9.2466,9.2466,11.6027,5.9234,3.7126,0.7982,5.7557,-57.6228,2.9633,4.0218,0.0287,0.24
Standard & Poor's Ratings Services,EQT Corporation,BBB,2016-05-20,33213,1,4923.0,Utils,EQT,2.8286,0.2581,0.3852,77.9784,24.0682,24.0682,59.081,18.231,3.6402,0.1674,4.0095,4.0095,2.3031,2.9745,-1.3192,-2.351
Fitch Ratings,Eastman Chemical Co,BBB,2016-05-20,915389,1,2821.0,Chems,EMN,1.5692,0.6688,2.1028,23.3127,12.1969,12.1969,16.9203,10.3915,7.8829,0.5928,21.0306,-19.8632,4.6976,6.9662,1.1963,0.444
Standard & Poor's Ratings Services,PACCAR Inc.,A+,2016-05-20,75362,1,3711.0,Durbl,PCAR,2.5212,0.4528,1.2188,18.505,11.3171,11.3171,14.6465,10.6206,7.1527,0.9213,20.1208,20.1208,6.5901,11.0097,-0.7248,3.8482
Moody's Investors Service,Tenet Healthcare Corporation,CCC+,2016-05-20,70318,0,8062.0,Hlth,THC,1.1099,0.9361,14.7987,35.8369,5.5713,5.6436,10.9257,0.8854,0.0723,0.9249,12.4841,-2.3245,0.5459,0.7974,1.0558,-1.4495
Standard & Poor's Ratings Services,Intel Corp.,AAA,2016-05-20,50863,1,3674.0,BusEq,INTC,2.4492,0.247,0.3711,62.6484,25.2949,25.2949,41.0315,25.6743,20.6305,0.5456,18.6953,24.9236,11.2558,14.0777,-0.1524,0.3492
Fitch Ratings,Delta Air Lines,BBB,2016-05-19,27904,1,4512.0,Other,DAL,0.5167,0.3841,0.7676,32.7781,19.1677,19.1677,23.6758,17.583,11.1193,0.7661,41.7143,-118.9487,8.5181,25.6926,4.0051,3.0036
Moody's Investors Service,Coca-Cola European Partners plc,A-,2016-05-18,1650107,1,2086.0,NoDur,CCEP,0.9433,0.6988,2.7617,35.9753,12.3306,12.3306,16.0697,10.8059,8.0227,0.9673,46.3312,-28.6889,7.7607,13.955,0.8455,0.7671
Moody's Investors Service,"CommScope Holding Company, Inc.",B,2016-05-18,1517228,0,3663.0,BusEq,COMM,2.9261,0.8105,4.2885,35.3435,4.7689,4.7689,12.7394,-1.6283,-1.8613,0.5075,-5.7965,1.9604,-0.9447,-1.0982,0.2111,0.1005
Standard & Poor's Ratings Services,Amkor Technology Inc.,BB,2016-05-18,1047127,0,3674.0,BusEq,AMKR,1.7099,0.5743,1.3536,17.6652,7.0767,7.0767,21.9976,4.3483,4.1339,0.8608,11.7814,11.7814,3.6651,5.0151,0.2273,-0.3474
Moody's Investors Service,Equifax Inc.,BBB+,2016-05-17,33185,1,7323.0,Other,EFX,0.7174,0.3389,0.6829,65.33,26.1944,26.1944,34.5756,23.5676,15.0796,0.5227,16.7368,-26.3139,8.024,11.0641,0.3897,0.3635
Moody's Investors Service,Rayonier Inc.,BBB-,2016-05-17,52827,1,6798.0,Money,RYN,1.0579,0.283,0.4771,19.8272,16.2859,16.2859,37.5525,7.4301,16.4596,0.246,3.4564,3.4564,2.2193,2.4781,-1.7575,-2.2412
Moody's Investors Service,PartnerRe Ltd.,BBB,2016-05-17,911421,1,6331.0,Money,PRE,1.1088,0.3088,0.539,40.0599,30.4773,30.4773,35.2938,31.0271,22.8458,0.805,44.7355,48.3878,18.3899,30.9201,1.0688,0.9743
Moody's Investors Service,Peabody Energy Corporation (DIP),B+,2016-05-17,1064728,0,1220.0,Enrgy,BTU,0.9184,0.6863,2.1958,15.8314,-1.989,-1.989,7.6647,-8.0666,-10.8095,0.5149,-25.5016,-25.5016,-5.271,-7.9992,-21.7798,-8.3371
Standard & Poor's Ratings Services,National Fuel Gas Co.,A,2016-05-17,70145,1,4924.0,Utils,NFG,0.8423,0.5071,1.0289,80.1249,-34.7009,-34.7009,-15.6109,-39.6705,-21.5472,0.2682,-18.7331,-18.7839,-5.7796,-9.233,-0.5898,-1.8913
Standard & Poor's Ratings Services,Diageo PLC,A,2016-05-16,835403,1,2085.0,NoDur,DEO,1.4499,0.4746,1.1276,57.3661,25.867,25.867,29.9362,27.1248,22.0198,0.419,26.653,-124.9113,9.5605,14.0043,1.7634,1.7481
Moody's Investors Service,CVS Health,BBB+,2016-05-16,64803,1,5912.0,Shops,CVS,1.2585,0.4138,0.7382,17.3058,6.1811,6.1811,7.5458,5.6207,3.4164,1.6583,14.058,-35.3833,5.6579,8.2401,0.6228,0.3695
Moody's Investors Service,Newell Brands,BBB-,2016-05-13,814453,1,3990.0,Durbl,NWL,1.2539,0.5937,1.6743,38.9574,10.1662,10.1662,13.0669,5.7052,5.9165,0.8149,14.1973,-12.7828,3.5719,5.768,-0.0898,-0.356
Standard & Poor's Ratings Services,Xcel Energy Inc.,A,2016-05-13,72903,1,4931.0,Utils,XEL,0.8277,0.5296,1.2509,51.9347,16.6704,16.6704,26.4728,13.2218,8.7395,0.3162,9.9986,9.9986,2.7634,4.7034,0.0713,0.4874
Standard & Poor's Ratings Services,Griffon Corp.,BB+,2016-05-13,50725,0,3420.0,Manuf,GFF,2.3167,0.6576,1.9594,26.4511,4.5111,4.5111,8.0718,1.2854,2.3117,0.866,2.8556,-8.8096,0.7178,0.9777,-1.2112,-0.6431
Standard & Poor's Ratings Services,BRF S.A.,BBB,2016-05-13,1122491,1,2000.0,NoDur,BRFS,1.6504,0.4757,1.0971,31.3353,13.4555,13.4555,15.8522,7.9458,9.663,0.7972,21.3053,33.4027,7.2986,11.1713,-0.9505,-0.8727
Standard & Poor's Ratings Services,Diebold Nixdorf Inc.,BB-,2016-05-11,28823,0,3578.0,BusEq,DBD,1.6107,0.4638,0.911,26.554,6.0333,6.0333,8.7173,5.6567,4.1831,1.1677,19.3403,25.7499,4.5814,10.3712,0.9168,0.6901
Moody's Investors Service,Starbucks Corporation,A,2016-05-11,829224,1,5812.0,Shops,SBUX,1.0885,0.2874,0.4034,59.3612,18.7917,18.7917,23.6647,20.3677,14.3894,1.5434,47.4123,74.0951,22.2232,33.7847,2.0791,1.9841
Standard & Poor's Ratings Services,Intuit Inc.,BBB+,2016-05-10,896878,1,7372.0,BusEq,INTU,1.4679,0.1766,0.2144,82.7052,17.605,17.605,30.2004,16.9847,8.7071,0.8438,17.7101,42.1859,8.3132,14.5833,0.5868,0.3135
Fitch Ratings,Weatherford International LLC,B+,2016-05-10,1603923,0,1381.0,Enrgy,WFRD,1.3803,0.5728,1.7031,14.9687,-16.3893,-16.3893,-3.668,-22.2199,-21.0432,0.6391,-44.6965,-161.7745,-13.2182,-19.0956,-0.3216,0.6407
Moody's Investors Service,"CACI International, Inc.",BB,2016-05-10,16058,0,7373.0,BusEq,CACI,1.6666,0.409,0.7185,33.7976,7.134,7.134,9.208,6.085,3.8086,1.022,8.5319,-13.9596,3.8956,5.042,1.2135,1.1056
Standard & Poor's Ratings Services,Performance Food Group Inc.,BB+,2016-05-09,1618673,0,5140.0,Shops,PFGC,1.4744,0.7409,2.8856,12.1041,1.0485,1.0485,1.9103,0.6326,0.37,4.5535,11.4605,-16.716,1.6848,2.9695,0.0866,-0.0163
Standard & Poor's Ratings Services,Cameco Corp.,A,2016-05-09,1009001,1,1090.0,Other,CCJ,4.0087,0.215,0.2739,26.6015,17.0922,17.0922,31.2309,-4.9673,7.6501,0.283,6.6724,6.9283,4.2871,5.2376,-0.2076,0.2866
Moody's Investors Service,"Texas Instruments, Incorporated",A+,2016-05-08,97476,1,3674.0,BusEq,TXN,2.7687,0.2388,0.4142,58.2692,33.2462,33.2462,41.9615,32.4308,22.9692,0.801,30.0221,74.6313,18.398,22.8532,0.462,0.2642
Standard & Poor's Ratings Services,Wabash National Corp.,BB+,2016-05-06,879526,0,3715.0,Manuf,WNC,2.5991,0.4582,0.8508,12.485,6.5682,6.5682,8.652,5.2842,3.2442,2.0065,15.5898,58.5139,6.5611,8.446,-0.559,-0.5773
Moody's Investors Service,"Hologic, Inc.",BB-,2016-05-04,859737,0,3844.0,Hlth,HOLX,1.3417,0.6077,1.7373,52.9649,16.8244,16.8244,34.9908,6.5508,4.8651,0.3539,6.3294,-3.5073,1.722,2.4829,0.9256,0.8686
Moody's Investors Service,Vulcan Materials Company,BB+,2016-05-04,1396009,0,1400.0,Other,VMC,2.037,0.3052,0.4752,19.6242,17.9729,17.9729,27.3076,9.9807,6.8441,0.3724,4.9596,64.0066,2.5761,3.4459,-0.7491,-0.2831
Standard & Poor's Ratings Services,RELX Inc.,A,2016-05-04,929869,1,2721.0,NoDur,RELX,0.4614,0.6008,1.7916,64.3443,25.0712,25.0712,25.0712,21.9729,16.8816,0.5338,46.5565,-16.3311,9.0657,18.585,-0.0105,-0.0068
Standard & Poor's Ratings Services,Enterprise Products Operating LLC,BBB+,2016-05-03,1061219,1,1311.0,Enrgy,EPD,0.5998,0.5021,1.0995,12.4286,13.0983,13.0983,18.7073,9.4565,9.3281,0.5538,12.4793,23.8686,5.2424,6.213,-0.1936,0.2211
Egan-Jones Ratings Company,"GLOBAL WATER RESOURCES, INC.",BBB+,2016-05-03,1434728,1,4941.0,Utils,GWRS,1.7551,0.8362,5.2892,71.0258,20.425,20.425,46.7643,131.3869,66.8513,0.1356,106.4796,293.005,9.062,17.442,-0.4034,-0.4965
Standard & Poor's Ratings Services,PTC Inc.,BB-,2016-05-02,857005,0,7372.0,BusEq,PTC,1.1416,0.4181,0.7767,73.3331,3.3154,3.3154,10.0418,2.1131,3.7887,0.568,5.5288,-9.5082,2.152,3.217,-0.9876,-1.0409
Moody's Investors Service,Thomson Reuters Corporation,BBB,2016-05-02,1075124,1,7370.0,BusEq,TRI,0.7931,0.3407,0.5532,26.9533,20.1872,20.1872,34.6395,16.007,15.1424,0.412,13.3638,-18.842,6.4026,8.8104,0.4913,0.5073
Standard & Poor's Ratings Services,ConocoPhillips,A-,2016-04-29,1163165,1,1311.0,Enrgy,COP,0.9495,0.3691,0.6207,46.2809,-19.1078,-19.1078,11.9121,-23.4007,-14.3139,0.3173,-10.9051,-10.9051,-4.4838,-6.8797,-7.2022,-1.296
Standard & Poor's Ratings Services,Burlington Resources Finance Co.,A-,2016-04-29,1579298,1,5600.0,Shops,BURL,1.0523,1.0828,-13.0937,40.356,5.8193,5.8193,9.2301,4.6566,2.9335,1.9946,-151.9682,-24.1607,5.8512,12.5806,0.5136,0.8057
Standard & Poor's Ratings Services,Consolidated Communications Inc.,B-,2016-04-29,1304421,0,4813.0,Telcm,CNSL,0.876,0.8461,5.5398,57.6661,11.315,11.315,34.9442,0.2712,-0.1136,0.3627,-0.2677,0.1204,-0.0314,-0.0412,-0.1031,0.0502
Standard & Poor's Ratings Services,Kaiser Aluminum Corp.,BB,2016-04-28,811596,0,3350.0,Manuf,KALU,2.9628,0.2008,0.2514,19.8649,-24.8509,-24.8509,-22.2142,-26.7117,-16.9984,1.1163,-30.5527,-33.4796,-18.9751,-24.4169,2.6097,2.1362
Standard & Poor's Ratings Services,Atkore International Inc.,B,2016-04-27,1666138,0,3640.0,Durbl,ATKR,2.2874,0.806,4.1734,15.776,2.1362,2.1362,5.7851,-0.4552,-0.2866,1.5525,-3.1707,2.0931,-0.4449,-0.6151,0.5633,0.4898
Moody's Investors Service,Masonite International Corporation,B+,2016-04-27,893691,0,2430.0,Other,DOOR,2.4039,0.417,0.7152,18.7423,1.6883,1.6883,6.116,-1.4727,-2.5167,1.2487,-6.3672,-13.8461,-2.7843,-3.7122,2.7042,2.5196
Moody's Investors Service,"Interpublic Group of Companies, Inc. (The)",BBB,2016-04-27,51644,1,7311.0,Other,IPG,1.0465,0.4285,0.8006,10.4603,10.4603,10.4603,13.411,9.562,6.33,0.5918,23.4939,-33.2938,3.9681,13.4269,0.2569,0.3101
Standard & Poor's Ratings Services,Glatfelter (P.H.) Co.,BB+,2016-04-26,41719,0,2621.0,Manuf,GLT,2.0542,0.3806,0.6233,12.9895,5.8983,5.8983,9.8683,4.8269,3.825,1.1594,10.6679,14.1934,4.4346,6.6075,-1.6599,-0.7614
Moody's Investors Service,"Darden Restaurants, Inc.",BBB-,2016-04-25,940944,1,5812.0,Shops,DRI,0.8828,0.3836,0.6288,21.0305,5.4347,5.4347,10.2824,2.5917,10.4894,1.1283,8.4165,22.1545,3.2762,5.1878,2.5712,3.7649
Standard & Poor's Ratings Services,TEGNA Inc.,BB+,2016-04-25,39899,0,4833.0,Telcm,GCI,1.8907,0.3512,0.5467,45.0956,8.6489,8.6489,14.7161,5.9389,5.6542,0.9989,10.4492,39.224,5.6481,6.7794,1.3121,1.2392
Standard & Poor's Ratings Services,Pioneer Energy Services Corp.,B-,2016-04-22,320575,0,1389.0,Enrgy,PDC,1.1019,0.2914,0.4991,96.902,-10.7208,-10.7208,42.4586,-17.9041,-11.4694,0.2511,-5.3045,-5.3045,-2.8804,-3.7586,4.0459,1.5396
Standard & Poor's Ratings Services,Nabors Industries Inc.,BBB-,2016-04-22,1163739,1,1381.0,Enrgy,NBR,1.7492,0.4683,0.8819,33.8437,-8.8787,-6.2656,10.7053,-8.8787,-9.8485,0.574,-13.6063,-14.1051,-5.6417,-7.2348,67.4061,-47.2403
Fitch Ratings,Altera Corp.,A+,2016-04-22,768251,1,3674.0,BusEq,ALTR,0.6349,2.5387,-1.9786,66.2706,5.0818,5.0818,7.9302,3.9945,3.7164,1.3258,-26.0021,-13.5504,4.9272,40.0095,0.1846,0.0955
Moody's Investors Service,Telecom Argentina S.A.,B-,2016-04-21,932470,0,4812.0,Telcm,TEO,0.6794,0.076,0.2783,85.5673,15.3651,15.3651,26.3123,12.6468,8.3942,1.0539,19.5059,34.5191,8.9302,18.023,0.1666,0.4279
Standard & Poor's Ratings Services,Rite Aid Corp.,CCC+,2016-04-21,84129,0,5912.0,Shops,RAD,4.0276,0.1484,0.1743,55.5436,8.2552,8.2552,8.2552,7.2221,5.4094,0.5444,4.3862,6.1352,2.9447,3.7355,-3.0498,-2.7098
Standard & Poor's Ratings Services,PepsiCo Inc.,AA,2016-04-21,77476,1,2080.0,NoDur,PEP,1.3102,0.7083,2.7668,54.4357,13.247,13.247,17.0785,11.8022,8.6463,0.9051,45.1828,-36.1242,7.8961,13.338,0.4356,0.4333
Standard & Poor's Ratings Services,MRC Global (US) Inc.,B+,2016-04-20,1439095,0,5051.0,Shops,MRC,3.1573,0.2805,0.3959,17.3548,-6.2265,-6.2265,-4.3497,-7.5513,-7.5955,1.8138,-34.6234,-89.9457,-13.2559,-18.1669,7.7892,7.6019
Standard & Poor's Ratings Services,Embraer Overseas Limited,BBB,2016-04-19,1355444,1,3721.0,Manuf,ERJ,2.0814,0.4895,1.0186,18.7463,5.592,5.592,10.9361,5.6713,1.1673,0.508,2.1021,3.3138,0.6924,1.0731,2.087,2.0451
Standard & Poor's Ratings Services,Novartis AG,AA-,2016-04-19,1114448,1,2834.0,Hlth,NVS,0.9636,0.1747,0.2844,65.4594,17.8161,17.8161,28.6741,16.1431,35.2928,0.383,9.1128,59.9096,5.3422,7.5207,-0.8491,-0.699
Moody's Investors Service,Kohl's Corporation,BBB,2016-04-19,885639,1,5311.0,Shops,KSS,1.8703,0.4548,0.8574,36.1331,8.0869,8.0869,12.9504,5.5041,3.5045,1.4114,12.2564,12.2564,4.9463,6.6819,-2.3113,-2.5066
Standard & Poor's Ratings Services,ALLETE Inc.,A,2016-04-19,66756,1,4931.0,Utils,ALE,1.3501,0.4607,0.8747,57.5888,14.1752,14.1752,24.1523,11.2217,9.4927,0.3037,7.7645,8.8041,2.891,4.1875,0.767,8.1397
Moody's Investors Service,"AutoZone, Inc.",BBB+,2016-04-18,866787,1,5531.0,Shops,AZO,0.8424,1.582,-2.7183,52.2907,19.1714,19.1714,21.8821,17.6946,11.3891,1.2573,-68.1937,-55.427,14.3198,39.6869,9.2569,7.1956
