Rating Agency,Company,Rating,Date,CIK,Binary Rating,SIC Code,Sector,Ticker,Current Ratio,Long-term Debt / Capital,Debt/Equity Ratio,Gross Margin,Operating Margin,EBIT Margin,EBITDA Margin,Pre-Tax Profit Margin,Net Profit Margin,Asset Turnover,ROE - Return On Equity,Return On Tangible Equity,ROA - Return On Assets,ROI - Return On Investment,Operating Cash Flow Per Share,Free Cash Flow Per Share
Standard & Poor's Ratings Services,"PDC Energy, Inc.",BB-,2016-08-24,77877,0,1311.0,Enrgy,PDCE,1.1019,0.2914,0.4991,96.902,-10.7208,-10.7208,42.4586,-17.9041,-11.4694,0.2511,-5.3045,-5.3045,-2.8804,-3.7586,4.0459,1.5396
Standard & Poor's Ratings Services,Southern Power Company,A,2016-08-23,1001838,1,1000.0,Other,SCCO,2.6996,0.529,1.1231,41.9806,28.0307,28.0307,38.1518,23.5677,14.594,0.4007,13.9851,14.4068,5.8849,6.5871,-0.5301,-0.1295
Standard & Poor's Ratings Services,Texas Gas Transmission LLC,BBB-,2016-08-22,97476,1,3674.0,BusEq,TXN,2.7687,0.2388,0.4142,58.2692,33.2462,33.2462,41.9615,32.4308,22.9692,0.801,30.0221,74.6313,18.398,22.8532,0.462,0.2642
Standard & Poor's Ratings Services,"CoreCivic, Inc.",BB,2016-08-19,1070985,0,6798.0,Money,CXW,1.1059,0.4455,0.8035,29.7979,14.5911,14.5911,21.6971,12.2636,11.842,0.5282,13.1638,13.3085,6.2554,7.2989,0.2398,0.2625
Moody's Investors Service,"HudBay Minerals, Inc.",B-,2016-08-19,1322422,0,1000.0,Other,HBM,1.1526,0.4027,0.7133,13.3586,-37.0667,-37.0667,-12.5064,-45.0359,-37.4051,0.1978,-18.5436,-18.636,-7.3986,-11.0761,-0.4739,1.6841
Standard & Poor's Ratings Services,FTI Consulting Inc.,BB+,2016-08-18,887936,0,8721.0,Other,FCN,2.1368,0.3013,0.4311,34.1571,9.2466,9.2466,11.6027,5.9234,3.7126,0.7982,5.7557,-57.6228,2.9633,4.0218,0.0287,0.24
Standard & Poor's Ratings Services,Magellan Midstream Partners LP,A,2016-08-18,1126975,1,4610.0,Other,MMP,0.4752,0.612,1.7013,79.5621,44.198,44.198,51.8204,37.536,37.4293,0.3622,40.5158,41.6513,13.5581,15.719,-0.1707,-1.0036
Moody's Investors Service,Archer-Daniels-Midland Company,A,2016-08-17,7084,1,2070.0,NoDur,ADM,1.6164,0.2439,0.328,5.858,2.9261,2.9261,4.2288,3.3736,2.7311,1.6859,10.3042,12.9753,4.597,7.791,-4.7895,-5.2383
Moody's Investors Service,Entergy Corporation,BBB-,2016-08-17,65984,1,4911.0,Utils,ETR,1.3163,0.5784,1.4465,66.6213,-2.5984,-2.5984,15.7911,-6.9456,-1.5336,0.2579,-1.6932,-1.704,-0.351,-0.69,-3.2047,-2.6079
Standard & Poor's Ratings Services,Cummins Inc.,AA,2016-08-17,26172,1,3510.0,Manuf,CMI,2.0897,0.169,0.2115,25.887,10.764,10.764,13.4537,10.5966,7.3208,1.2627,18.9677,21.1816,9.7132,15.7624,-0.8025,-0.7743
Moody's Investors Service,MGM Resorts International,B+,2016-08-16,789570,0,7990.0,Other,MGM,0.8883,0.6267,1.8419,36.8309,13.1278,13.1278,21.5925,4.0754,-1.4865,0.3791,1.6672,34.7189,0.4782,0.6224,-0.3728,-1.0226
Standard & Poor's Ratings Services,"Leidos Holdings, Inc.",BBB-,2016-08-16,1336920,1,7373.0,BusEq,LDOS,1.724,0.5026,1.0122,12.0119,6.7912,6.7912,7.6613,7.534,5.1358,1.3982,22.7528,-148.1707,7.2107,11.3181,0.0405,1.1351
Moody's Investors Service,Wolverine World Wide Inc,BB-,2016-08-16,110471,0,3140.0,NoDur,WWW,2.8695,0.4498,0.8351,39.0734,7.4714,7.4714,9.2807,6.1153,4.5623,1.1057,12.705,-50.888,5.0608,6.9897,-0.9879,-1.1522
Fitch Ratings,"PerkinElmer, Inc.",BBB,2016-08-16,31791,1,3826.0,BusEq,PKI,1.7889,0.3386,0.5124,45.1523,7.9718,7.9718,13.495,5.9843,7.6226,0.5015,6.3728,-17.7727,3.1529,4.215,1.0786,0.7456
Standard & Poor's Ratings Services,ManpowerGroup Inc.,BBB,2016-08-15,871763,1,7363.0,Other,MAN,1.4853,0.1256,0.159,16.8002,3.4673,3.4673,3.8709,3.2828,2.0595,2.8913,14.5294,27.0462,5.9544,12.705,-1.1894,-1.2399
Standard & Poor's Ratings Services,PG&E Corp.,A,2016-08-15,1004980,1,4931.0,Utils,PCG,0.9136,0.4862,1.0164,65.7696,8.9586,8.9586,24.4757,5.115,5.1922,0.2662,5.2769,5.2769,1.4043,2.7112,-0.0893,-0.4285
Standard & Poor's Ratings Services,Packaging Corp. of America,BBB,2016-08-15,75677,1,2650.0,Manuf,PKG,2.4597,0.6092,1.5639,21.0078,12.0066,12.0066,18.684,10.4962,6.6107,1.11,25.8052,57.6421,7.4458,10.0845,1.3429,-0.5805
Standard & Poor's Ratings Services,Microsoft Corp.,AAA,2016-08-15,789019,1,7372.0,BusEq,MSFT,2.3529,0.3603,0.7425,64.0389,28.6087,28.6087,36.5645,28.1271,22.5322,0.4712,28.5276,40.7585,10.6162,18.2481,0.5645,0.2435
Fitch Ratings,Murphy Oil Corporation,BBB-,2016-08-12,717423,1,1311.0,Enrgy,MUR,1.0417,0.227,0.3479,100.0,28.3237,28.3237,64.6459,22.868,16.5376,0.3274,11.9552,11.9552,6.1289,9.2414,-0.0333,6.6409
Standard & Poor's Ratings Services,SAP SE,A,2016-08-12,1000184,1,7372.0,BusEq,SAP,0.9155,0.2832,0.5891,69.9772,24.6583,24.6583,30.41,24.8064,18.6503,0.4576,16.7194,-56.0479,8.537,11.9846,-0.4427,-0.4427
Standard & Poor's Ratings Services,Dover Corp.,A-,2016-08-12,29905,1,3585.0,Manuf,DOV,1.7693,0.4167,0.7559,36.9182,13.2364,13.2364,17.9384,11.5091,12.5042,0.8083,16.3498,-39.5662,6.924,9.5368,0.335,0.3558
Standard & Poor's Ratings Services,Penske Automotive Group Inc.,B+,2016-08-12,1019849,0,5500.0,Shops,PAG,1.0633,0.4391,2.4385,14.9675,2.9039,2.9039,3.3113,2.6573,1.6638,2.384,18.1299,1259.494,4.2168,10.1695,0.6676,0.656
Standard & Poor's Ratings Services,Black Hills Corp.,BBB,2016-08-11,1130464,1,4911.0,Utils,BKH,1.9847,0.5584,1.317,63.7771,23.8179,23.8179,34.3542,17.4583,-2.5458,0.2726,9.6563,12.8362,3.0594,4.2641,2.3006,5.354
Standard & Poor's Ratings Services,Kimberly-Clark Corp.,AA,2016-08-11,55785,1,2621.0,Manuf,KMB,0.8546,0.9935,194.375,35.6301,8.6762,8.6762,12.6889,7.1809,5.4489,1.2526,2665.0,-75.8179,7.1823,17.3446,-1.243,-1.3729
Moody's Investors Service,"Fidelity National Information Services, Inc.",BBB-,2016-08-11,1136893,1,7374.0,BusEq,FIS,1.5468,0.4303,0.7573,32.5277,19.8191,19.8191,29.8924,16.4198,10.5879,0.4417,10.73,-16.5152,4.9447,6.1127,0.4271,0.2826
Standard & Poor's Ratings Services,Amgen Inc.,A,2016-08-10,318154,1,2836.0,Hlth,AMGN,4.4454,0.5096,1.1191,80.4866,39.1007,39.1007,48.8321,36.8295,32.0331,0.3032,24.7089,419.2749,9.7118,12.1174,1.0777,1.5885
Moody's Investors Service,Duke Energy Corporation,BBB+,2016-08-10,1326160,1,4931.0,Utils,DUK,1.0304,0.4754,1.0363,64.8274,21.5114,21.5114,37.0918,16.7178,8.3655,0.1867,6.2055,10.3263,2.1052,3.2555,0.2757,0.4876
Standard & Poor's Ratings Services,Mohawk Industries Inc.,BBB+,2016-08-10,851968,1,2273.0,NoDur,MHK,1.531,0.2407,0.5095,27.6057,9.9033,9.9033,14.3317,8.5077,6.8171,0.9418,12.0343,25.1484,6.4239,9.1375,1.7626,-0.8255
Moody's Investors Service,Baxter International Inc.,BBB,2016-08-10,10456,1,2834.0,Hlth,BAX,1.6833,0.4734,1.107,42.7372,6.12,6.12,13.5087,4.5713,23.2951,0.4101,5.6032,12.6628,1.7484,2.9509,0.0524,-0.3527
Standard & Poor's Ratings Services,Builders FirstSource Inc.,B+,2016-08-09,1316835,0,2452.0,Other,BLDR,1.6244,0.928,13.0813,25.2904,2.5461,2.5461,4.7122,-0.5174,-0.6405,1.2368,-15.3028,2.9269,-0.7922,-1.102,1.4421,1.3127
Moody's Investors Service,Canadian Natural Resources Limited,BBB-,2016-08-09,1017413,1,1311.0,Enrgy,CNQ,0.8834,0.3549,0.6133,42.5301,-4.6025,-4.6025,39.7476,-5.3951,-5.1525,0.2086,-2.3264,-2.3264,-1.0747,-1.5007,-2.9536,3.2618
Moody's Investors Service,"Ameriprise Financial, Inc",A-,2016-08-08,820027,1,6211.0,Money,AMP,0.8581,0.5162,1.0886,100.0,23.435,29.2468,31.3173,20.7613,13.1969,0.0824,21.5153,21.5153,1.3453,10.4087,5.7164,5.6439
DBRS,BCE Inc.,BBB+,2016-08-08,718940,1,4813.0,Telcm,BCE,0.5004,0.5177,1.3189,40.7708,22.0274,22.0274,38.4327,17.332,12.917,0.4545,19.8914,-66.3148,4.8271,7.0735,-0.9975,-0.7621
Standard & Poor's Ratings Services,Valmont Industries Inc.,BBB+,2016-08-08,102729,1,3440.0,Manuf,VMI,3.5068,0.3801,0.6252,25.8751,11.4537,11.4537,14.3139,9.0993,5.8907,1.1441,15.1405,28.5423,6.9356,9.3858,-8.0246,-8.1731
Standard & Poor's Ratings Services,Boyd Gaming Corp.,B,2016-08-05,906553,0,7990.0,Other,BYD,0.6774,0.8851,7.7721,44.7105,8.1098,8.1098,18.9064,-2.6156,-2.4759,0.4844,-11.5559,4.2849,-1.1447,-1.3276,-0.213,-0.0295
Moody's Investors Service,CDW LLC,BB-,2016-08-05,1402057,0,5045.0,Shops,CDW,1.6713,0.7709,3.3807,15.9121,5.5737,5.5737,7.3485,3.2109,2.0282,1.9873,26.1506,-9.9963,4.0307,5.992,0.2093,0.1878
Standard & Poor's Ratings Services,Entergy Corp,A,2016-08-04,65984,1,4911.0,Utils,ETR,1.3163,0.5784,1.4465,66.6213,-2.5984,-2.5984,15.7911,-6.9456,-1.5336,0.2579,-1.6932,-1.704,-0.351,-0.69,-3.2047,-2.6079
Standard & Poor's Ratings Services,Williams Companies Inc. (The),BB,2016-08-04,107263,0,4922.0,Utils,WMB,0.6115,0.5947,1.5092,75.8288,3.0707,3.0707,41.6033,-23.2745,-7.7582,0.1501,-8.0986,-21.1662,-2.6805,-3.282,0.6915,1.9921
Moody's Investors Service,"SPX FLOW, Inc.",B+,2016-08-03,1641991,0,3561.0,Manuf,FLOW,1.5141,0.4389,0.8123,33.1673,6.4643,6.4643,10.0063,5.7442,3.6634,0.7229,6.8786,-26.3095,2.6451,3.8597,-2.1779,-2.5752
Standard & Poor's Ratings Services,Moody's Corporation,A,2016-08-03,1059556,1,7323.0,Other,MCO,2.2392,0.9834,59.3776,72.0991,43.1605,43.1605,46.0277,43.8173,29.6524,0.7141,2345.02,-75.9991,21.5464,38.8387,0.5975,0.4393
Moody's Investors Service,Dish Network Corporation,BB-,2016-08-03,1001082,0,4841.0,Telcm,DISH,0.6863,0.8164,5.0062,34.8177,9.3814,9.3814,15.7087,8.1127,5.2699,0.6653,30.6438,30.6438,3.6791,5.6249,0.1548,0.7372
Standard & Poor's Ratings Services,DISH Network Corp.,B-,2016-08-02,1001082,0,4841.0,Telcm,DISH,0.6863,0.8164,5.0062,34.8177,9.3814,9.3814,15.7087,8.1127,5.2699,0.6653,30.6438,30.6438,3.6791,5.6249,0.1548,0.7372
Moody's Investors Service,California Resources Corp.,CC,2016-08-02,1609253,0,1311.0,Enrgy,CRC,0.724,1.1787,-6.7063,60.4245,-213.9825,-213.9825,-172.3262,-227.8818,-147.8985,0.3407,387.9913,387.9913,-50.3899,-69.3193,-51.5459,-7.33
Moody's Investors Service,"Williams Companies, Inc. (The)",BB,2016-08-02,107263,0,4922.0,Utils,WMB,0.6115,0.5947,1.5092,75.8288,3.0707,3.0707,41.6033,-23.2745,-7.7582,0.1501,-8.0986,-21.1662,-2.6805,-3.282,0.6915,1.9921
Moody's Investors Service,Alphabet Inc.,AA,2016-08-02,1652044,1,7370.0,BusEq,GOOGL,4.6667,0.0163,0.0434,62.4425,25.8171,25.8171,32.5688,26.2052,21.1044,0.5085,13.5859,16.2481,11.0863,13.3643,4.653,6.108
Moody's Investors Service,Teva Pharmaceutical Industries Ltd,BBB,2016-08-02,818686,1,2834.0,Hlth,TEVA,1.4147,0.2183,0.3322,57.7855,17.0568,17.0568,23.7126,11.9683,8.0043,0.3624,5.9956,49.4887,2.9447,4.1713,0.4389,1.0061
Standard & Poor's Ratings Services,"Tesla, Inc.",B-,2016-08-01,1318605,0,3711.0,Durbl,TSLA,0.9897,0.6562,2.488,22.825,-17.7119,-17.7119,-5.3382,-21.6416,-21.9639,0.5015,-82.0024,-82.9837,-11.0148,-28.1929,-0.7261,-1.7191
Standard & Poor's Ratings Services,TAL International Group Inc.,BBB-,2016-08-01,1331745,1,7359.0,Other,TAL,1.3463,0.3408,0.5169,51.0226,13.7192,13.7192,16.8135,22.0828,16.5947,0.5841,23.3146,30.3545,9.6814,15.3697,0.0411,0.0402
Moody's Investors Service,MSCI Inc.,BB,2016-08-01,1408198,0,6282.0,Money,MSCI,2.1346,0.6366,1.752,75.0984,37.5715,37.5715,45.0071,32.5163,20.8042,0.3416,25.5176,-21.7917,7.3098,9.2724,0.3032,0.2924
Standard & Poor's Ratings Services,Triton Container International Ltd.,BBB,2016-08-01,1660734,1,7359.0,Other,TRTN,2.2483,0.6968,2.2985,92.309,39.7658,39.7658,83.0163,18.6083,15.6941,0.1519,9.2659,9.2659,2.7403,2.8092,0.7932,9.7107
Standard & Poor's Ratings Services,Merck Sharpe & Dohme Corp.,AAA,2016-07-29,64978,1,2834.0,Hlth,MRK,1.7723,0.2771,0.4387,60.3002,15.8226,15.8226,31.6642,40.9191,28.2217,0.4303,24.4594,77.4282,12.1568,17.6826,-1.1614,-1.0945
Standard & Poor's Ratings Services,Honeywell International Inc.,AA,2016-07-28,773840,1,9997.0,Other,HON,1.0916,0.2317,0.6552,30.6731,17.6978,17.6978,19.9865,17.0706,12.3584,0.7823,26.3167,-235.9786,9.8285,20.2194,0.604,0.6166
Standard & Poor's Ratings Services,Abbott Laboratories,AAA,2016-07-28,1800,1,3845.0,Hlth,ABT,1.2951,0.1355,0.3618,54.4723,12.8365,12.8365,20.4821,12.4364,11.2807,0.4913,7.9532,32.0246,4.1765,6.8752,0.2949,0.317
Moody's Investors Service,Canadian National Railway Company,A,2016-07-28,16868,1,4011.0,Other,CNI,0.7181,0.3754,0.6975,76.1002,41.7572,41.7572,50.9397,38.6488,28.0549,0.3464,23.6656,24.1832,9.7192,14.7817,0.1823,0.076
Standard & Poor's Ratings Services,Emerson Electric Co.,AA,2016-07-28,32604,1,3823.0,BusEq,EMR,1.2883,0.3454,0.8417,43.1288,26.537,26.537,30.0634,23.4291,16.678,0.7356,31.25,75.9797,11.4995,20.4558,-1.5052,-1.4498
Standard & Poor's Ratings Services,Olin Canada ULC,BB,2016-07-28,74303,0,2810.0,Chems,OLN,2.1607,0.394,0.6662,17.3122,9.08,9.08,15.2865,7.2595,4.7162,0.8307,10.3622,73.5809,3.8916,6.2799,-1.9209,-2.1285
Standard & Poor's Ratings Services,"HCA Healthcare, Inc.",B+,2016-07-27,860730,0,8062.0,Hlth,HCA,1.6296,1.2876,-4.5285,83.0381,15.1904,15.1904,20.234,9.429,5.0788,1.1917,-36.5189,-18.3754,7.6598,10.5047,1.9098,1.2845
Moody's Investors Service,"Builders FirstSource, Inc.",B-,2016-07-26,1316835,0,2452.0,Other,BLDR,1.6244,0.928,13.0813,25.2904,2.5461,2.5461,4.7122,-0.5174,-0.6405,1.2368,-15.3028,2.9269,-0.7922,-1.102,1.4421,1.3127
Standard & Poor's Ratings Services,"Controladora Mabe, S.A. de C.V.",BB+,2016-07-26,1520504,0,4512.0,Other,VLRS,1.0195,0.0312,0.2331,74.0309,13.8086,13.8086,16.3208,19.2647,13.5531,1.1913,36.1023,36.6101,16.1452,34.9758,1.539,1.8812
Standard & Poor's Ratings Services,Post Holdings Inc.,B,2016-07-25,1530950,0,2015.0,NoDur,POST,2.9015,0.5995,1.5023,25.2657,4.576,4.576,10.4449,-3.5992,-2.8463,0.5072,-3.8745,3.7605,-1.2582,-1.5516,3.3526,4.6475
Standard & Poor's Ratings Services,Tupperware Brands Corporation,BBB-,2016-07-25,1008654,1,3089.0,Manuf,TUP,0.8966,0.7907,4.787,67.4052,13.8016,13.8016,16.5689,11.3802,8.1356,1.429,115.4038,-273.2353,11.6256,24.155,-1.0924,-0.726
Standard & Poor's Ratings Services,Bed Bath & Beyond Inc.,BBB+,2016-07-25,886158,1,5700.0,Shops,BBBY,2.049,0.3681,0.5826,38.1721,11.6897,11.6897,13.953,10.9671,6.9522,1.865,32.8766,40.6051,12.9658,20.774,-0.0427,-0.2822
Standard & Poor's Ratings Services,Exelon Corp.,A,2016-07-25,1109357,1,4911.0,Utils,EXC,1.6817,0.4708,0.9643,55.5676,14.9727,14.9727,28.6345,11.3085,7.7054,0.3087,8.2436,9.1382,2.3589,4.3622,3.37,2.0307
Standard & Poor's Ratings Services,Portland General Electric Co.,A,2016-07-22,784977,1,4911.0,Utils,POR,0.8898,0.4771,0.9739,51.1591,16.2803,16.2803,32.3498,11.4331,9.0622,0.2632,7.6174,7.6174,2.3856,3.9833,-0.2947,5.1253
Standard & Poor's Ratings Services,"Hemisphere Media Holdings, LLC",B+,2016-07-21,1567345,0,4833.0,Telcm,HMTV,5.4421,0.4291,0.7812,68.2649,26.8642,26.8642,49.8297,17.5522,10.5856,0.2365,4.9307,-103.7374,2.503,2.8152,0.4234,0.3706
Standard & Poor's Ratings Services,CVS Health Corporation,BBB+,2016-07-21,64803,1,5912.0,Shops,CVS,1.2585,0.4138,0.7382,17.3058,6.1811,6.1811,7.5458,5.6207,3.4164,1.6583,14.058,-35.3833,5.6579,8.2401,0.6228,0.3695
Moody's Investors Service,Lennar Corporation,BB+,2016-07-21,920760,0,1531.0,Other,LEN,7.8572,0.4579,0.9743,13.7456,11.4631,11.4631,12.1338,12.7677,8.3825,0.657,13.7679,13.7679,5.6812,7.4641,1.6724,0.982
Standard & Poor's Ratings Services,Koninklijke Philips N.V.,A,2016-07-20,313216,1,3845.0,Hlth,PHG,1.3445,0.2529,0.3742,38.3619,2.272,2.272,7.9192,0.8648,1.9401,0.7545,2.015,50.0002,0.7795,1.5055,0.2378,0.5618
Standard & Poor's Ratings Services,Spirit Airlines Inc.,A,2016-07-19,1498710,1,4512.0,Other,SAVE,2.2013,0.3275,0.5275,78.4518,23.7745,23.7745,27.2802,23.4607,14.8132,0.8462,25.889,25.889,12.5356,17.4105,2.9583,-2.4588
Standard & Poor's Ratings Services,"M/I Homes, Inc.",BB-,2016-07-19,799292,0,1531.0,Other,MHO,6.2571,0.5063,1.0256,21.4138,7.8817,7.8817,8.6522,6.1287,3.3057,1.002,9.4389,8.6768,3.6567,4.2835,1.6886,1.6653
Standard & Poor's Ratings Services,Owens & Minor Inc.,BBB,2016-07-19,75252,1,5047.0,Shops,OMI,1.8566,0.3642,0.5727,12.4279,2.0501,2.0501,2.7253,1.7723,1.0487,3.5233,10.4181,21.6463,3.7281,6.6242,4.4109,4.9593
Moody's Investors Service,"NRG Energy, Inc.",B+,2016-07-19,1013871,0,4911.0,Utils,NRG,1.6894,0.7775,3.5819,26.9955,-32.8602,-32.8602,-19.6139,-40.4445,-51.9306,0.3749,-116.5072,-297.9294,-19.2537,-25.9287,-0.354,-1.317
Standard & Poor's Ratings Services,Magna International Inc.,A,2016-07-18,749098,1,3714.0,Durbl,MGA,1.2932,0.0856,0.1182,14.3447,7.2029,7.2029,10.0427,7.572,5.4705,1.9035,22.1607,26.1996,10.6341,20.2636,0.9532,0.0601
Standard & Poor's Ratings Services,Bristol-Myers Squibb Co.,A+,2016-07-18,14272,1,2834.0,Hlth,BMY,1.2991,0.3123,0.4637,76.3949,12.5423,12.5423,14.8128,12.5423,9.4505,0.5216,11.3075,26.6329,5.1373,7.7763,-0.6313,-0.8048
Standard & Poor's Ratings Services,Entravision Communications Corp.,BB,2016-07-18,1109116,0,4833.0,Telcm,EVC,3.579,0.6492,1.8732,53.739,21.7385,21.7385,28.1718,16.5421,10.0833,0.4841,15.3193,-21.3248,4.8813,5.3737,0.0915,0.0345
Standard & Poor's Ratings Services,"Kosmos Energy, Ltd.",CCC+,2016-07-15,1509991,0,1311.0,Enrgy,KOS,1.6074,0.3937,0.6495,44.537,-17.55,-17.55,17.7141,18.1179,-14.8097,0.1472,-5.2686,-5.2686,-2.1803,-3.1941,0.0032,-1.1237
Standard & Poor's Ratings Services,EnerSys,BB+,2016-07-14,1289308,0,3690.0,BusEq,ENS,2.8731,0.3732,0.6173,26.4124,9.0663,9.0663,12.8399,7.8548,5.878,1.046,12.9438,26.0919,5.9528,8.1131,2.7167,2.7968
Standard & Poor's Ratings Services,Orion Engineered Carbons GmbH,BB-,2016-07-14,1609804,0,2890.0,Chems,OEC,2.2117,0.9291,13.0979,28.8106,11.0088,11.0088,17.5549,6.0005,3.8564,1.1455,86.2899,-45.7914,4.4176,6.1208,-0.5694,-1.526
Standard & Poor's Ratings Services,H&E Equipment Services Inc.,BB-,2016-07-14,1339605,0,5084.0,Shops,HEES,0.7029,0.8153,5.7092,33.2489,12.3331,12.3331,30.3803,7.2777,4.2608,0.8002,31.072,39.7743,3.4094,5.7405,1.3547,6.8912
Standard & Poor's Ratings Services,Cabot Corp.,A,2016-07-13,16040,1,2890.0,Chems,CBT,2.3764,0.4203,0.7422,20.3762,-11.0415,-11.0415,7.5932,-13.1313,-11.6336,0.9337,-24.5142,-31.8138,-10.6667,-14.2114,3.032,3.4347
Standard & Poor's Ratings Services,Teva Capital Services Switzerland GMBH,BBB,2016-07-13,818686,1,2834.0,Hlth,TEVA,1.4147,0.2183,0.3322,57.7855,17.0568,17.0568,23.7126,11.9683,8.0043,0.3624,5.9956,49.4887,2.9447,4.1713,0.4389,1.0061
Standard & Poor's Ratings Services,National Grid PLC,A,2016-07-12,1004315,1,4911.0,Utils,NGG,0.8175,0.6458,2.0895,27.0261,27.0261,27.0261,37.7043,20.0595,17.1419,0.2565,19.1227,35.2302,4.4015,6.7732,-0.0537,-0.2711
Standard & Poor's Ratings Services,Holly Energy Partners LP,BB,2016-07-12,1283140,0,4610.0,Other,HEP,1.2497,0.617,1.6109,70.587,49.4481,49.4481,67.6255,40.642,26.4357,0.2019,23.2547,49.2114,8.1921,8.9069,0.7874,1.5008
Standard & Poor's Ratings Services,Royal Dutch Shell PLC,A,2016-07-12,1306965,1,2911.0,Enrgy,SHEL,1.1574,0.1816,0.2636,16.1829,6.9824,6.9824,12.6621,6.5641,3.4483,1.2215,8.525,8.889,4.1714,6.9771,1.422,6.8318
Moody's Investors Service,Comcast Corporation,A-,2016-07-12,1166691,1,4841.0,Telcm,CMCSA,0.6768,0.4758,0.9749,41.1153,21.4709,21.4709,33.1204,17.9466,10.9556,0.4473,15.586,-15.2197,5.0506,8.1702,0.6361,0.3371
Moody's Investors Service,"Republic Services, Inc.",BBB-,2016-07-11,1060391,1,4953.0,Other,RSG,0.6705,0.4919,0.9687,39.4558,17.1015,17.1015,28.621,13.1201,8.2271,0.4439,9.6495,-20.7562,3.6541,4.9033,0.5081,0.1863
Standard & Poor's Ratings Services,"Forum Energy Technologies, Inc.",B,2016-07-11,1401257,0,3533.0,Manuf,FET,4.7364,0.2395,0.3151,24.4658,-10.5922,-10.5922,7.1766,-12.5109,-11.1165,0.5693,-9.4944,-34.9351,-6.3299,-7.2204,-21.9685,-20.4132
Standard & Poor's Ratings Services,Kraft Heinz Canada ULC,BBB-,2016-07-08,1637459,1,2030.0,NoDur,KHC,1.4108,0.2753,0.3811,31.4156,14.3909,14.3909,19.7077,5.524,-1.4505,0.1491,1.1176,-1.6608,0.5261,0.7082,-4.0581,-3.8241
Standard & Poor's Ratings Services,"Murphy Oil USA, Inc.",BB+,2016-07-07,717423,0,1311.0,Enrgy,MUR,1.0417,0.227,0.3479,100.0,28.3237,28.3237,64.6459,22.868,16.5376,0.3274,11.9552,11.9552,6.1289,9.2414,-0.0333,6.6409
Fitch Ratings,ASML Holding N.V.,BBB+,2016-07-06,937966,1,3559.0,Manuf,ASML,2.4806,0.1183,0.1347,46.0565,24.8933,24.8933,29.6152,24.6306,22.0629,0.4729,16.536,27.5994,10.4338,14.5799,2.0992,2.2283
Moody's Investors Service,Alliant Energy Corporation,BBB+,2016-07-05,352541,1,4931.0,Utils,LNT,0.8587,0.4961,1.0736,64.0331,16.2254,16.2254,29.4272,13.1332,11.4348,0.2777,11.5012,10.8694,3.2801,5.477,0.723,0.2404
Standard & Poor's Ratings Services,Cardinal Health Inc.,A-,2016-06-30,721371,1,5122.0,Shops,CAH,1.2615,0.4544,0.8779,5.571,2.1077,2.1077,2.5475,1.9184,1.185,3.4016,19.3734,509.2437,4.021,10.5695,0.2662,0.2506
Standard & Poor's Ratings Services,SS&C Technologies Holdings Europe S.A.R.L.,BB,2016-06-30,1011661,0,7372.0,BusEq,SSNC,1.62,0.5636,1.3068,46.7802,16.4691,16.4691,32.3606,6.0825,4.285,0.1724,2.0358,-1.4518,0.7387,0.8884,-0.2377,-0.225
Standard & Poor's Ratings Services,Hunt (J.B.) Transport Services Inc.,A,2016-06-30,728535,1,4213.0,Other,JBHT,1.1173,0.362,0.775,39.0517,10.2433,10.2433,15.0198,9.8063,6.0789,1.8249,31.1154,31.1154,11.0935,19.8506,0.6505,-1.2134
Standard & Poor's Ratings Services,Allegion PLC,BBB-,2016-06-28,1579241,1,3420.0,Manuf,ALLE,1.6442,0.98,51.2828,42.0241,17.3396,17.3396,19.912,10.1204,7.4416,0.9139,520.8755,-14.6385,6.8361,10.4021,0.0195,0.1841
Standard & Poor's Ratings Services,IRSA Propiedades Comerciales S.A.,B-,2016-06-28,1128173,0,6512.0,Money,IRCP,0.94,0.744,3.3187,57.1054,49.417,49.417,55.9581,33.0458,21.0751,0.4347,54.29,57.7783,9.7816,13.8976,0.2291,0.1864
Standard & Poor's Ratings Services,"Illumina, Inc.",BBB,2016-06-28,1110803,1,3826.0,BusEq,ILMN,2.6166,0.4028,0.8826,69.7185,27.6525,27.6525,35.7456,24.1092,18.9835,0.5574,24.1558,83.4568,10.5805,14.425,0.6034,0.458
Standard & Poor's Ratings Services,Vishay Intertechnology Inc.,BB+,2016-06-28,103730,0,3670.0,BusEq,VSH,4.1236,0.2115,0.2683,23.5698,4.2512,4.2512,14.8322,3.2489,-4.717,0.7296,-6.6173,-7.7699,-3.4169,-5.2176,-0.2669,-0.2469
Standard & Poor's Ratings Services,Timken Co. (The),BBB,2016-06-27,98362,1,3562.0,Manuf,TKR,2.3875,0.3011,0.4882,28.5311,8.9092,8.9092,13.4631,7.5793,6.5662,1.0317,14.2347,25.6568,6.8748,9.948,1.0907,1.1553
Moody's Investors Service,FleetCor Technologies Operating Company LLC,BB,2016-06-24,1175454,0,7374.0,BusEq,FLT,0.7379,0.453,1.1146,91.9748,47.1447,47.1447,56.5913,42.767,30.7412,0.1407,14.0805,-10.5924,4.3252,7.7014,2.556,2.4903
Standard & Poor's Ratings Services,Douglas Dynamics LLC,BB-,2016-06-24,1287213,0,3531.0,Manuf,PLOW,4.0554,0.4765,0.9184,33.1819,19.318,19.318,22.565,16.5489,10.8819,0.7958,22.0334,-50.1527,8.7796,11.5341,0.1051,-0.152
